customer_id,order_date,total_price
4124,2023-07-16,41.23
651,2023-05-26,282.88
1636,2023-07-04,227.19
2762,2023-02-24,272.6
8526,2023-09-12,23.92
3801,2023-07-01,52.62
7532,2022-11-03,345.42
8310,2022-11-03,412.32
5334,2023-08-25,409.67
1392,2023-07-09,473.06
2833,2023-01-10,332.09
9640,2022-09-25,151.53
9605,2023-07-26,135.24
2490,2022-12-09,421.14
8211,2023-08-02,24.46
5973,2023-09-15,364.97
5242,2023-04-12,83.73
5757,2023-04-26,426.28
7687,2022-12-02,153.71
7555,2023-05-28,182.09
8574,2023-01-07,139.37
7193,2023-07-16,347.05
6746,2023-03-16,299.37
6091,2023-06-25,474.47
869,2023-02-17,451.69
8925,2023-07-04,86.08
8667,2022-10-10,58.45
5100,2022-12-11,373.04
2799,2023-08-31,166.86
4525,2023-06-26,425.54
9236,2023-07-19,187.87
7795,2022-10-22,188.02
8,2023-03-20,210.35
4733,2023-04-22,303.32
2756,2022-12-12,253.22
3320,2023-04-19,403.49
1669,2023-02-06,278.67
141,2023-04-07,394.61
9939,2023-03-15,491.35
3715,2022-12-31,312.66
1358,2023-01-24,56.47
4745,2023-01-06,224.53
2854,2023-03-22,270.26
3896,2022-10-19,314.77
4711,2022-11-24,157.15
6398,2023-05-18,102.27
4423,2022-10-22,463.01
2988,2023-04-02,75.8
7625,2023-04-18,18.46
9656,2022-09-29,284.02
3929,2023-05-19,66.46
6412,2023-05-04,139.77
1521,2023-08-03,108.74
6814,2023-02-05,254.68
473,2022-11-27,99.56
2314,2023-02-05,195.94
3435,2023-02-20,67.61
4727,2023-09-14,46.45
8671,2023-01-17,292.18
8253,2023-03-18,117.47
3431,2023-04-04,389.44
9833,2023-08-21,415.46
3524,2023-04-11,394.51
2259,2023-04-26,73.02
1828,2022-10-25,240.17
1072,2023-03-22,261.46
1763,2023-06-01,204.21
8220,2023-07-19,253.64
5268,2023-08-21,172.18
5444,2022-10-12,254.1
7743,2023-08-17,387.39
2698,2023-03-25,409.6
2828,2023-02-19,269.8
2877,2022-10-05,142.18
3684,2023-08-23,19.5
710,2022-11-14,161.93
1893,2023-04-11,434.93
5505,2023-07-11,484.94
9938,2023-02-27,105.12
273,2023-08-07,128.54
1439,2023-03-28,311.99
1663,2022-12-15,154.61
8564,2022-11-30,114.02
2947,2022-10-29,97.35
4281,2023-03-09,89.43
2524,2023-07-15,469.69
2651,2023-03-03,421.83
8161,2023-03-09,114.45
9145,2022-12-06,249.84
7606,2022-12-05,359.06
8194,2023-06-08,252.18
5327,2022-09-21,92.24
5951,2022-11-14,34.02
2236,2023-06-09,480.84
9604,2022-11-01,480.68
311,2023-09-19,216.77
944,2023-05-15,213.82
4970,2023-04-05,295.49
6636,2023-04-30,181.77
2090,2023-07-23,85.15
2139,2022-12-02,139.4
5625,2023-02-09,43.41
8453,2022-10-03,319.63
3144,2023-02-09,117.52
3110,2023-09-02,329.72
3159,2023-04-25,276.91
2116,2023-04-11,320.48
1678,2023-08-21,209.69
905,2023-08-25,16.64
2191,2023-01-13,306.85
2598,2022-11-23,362.26
2467,2023-08-03,67.37
8101,2023-04-29,460.26
8878,2023-06-15,84.91
28,2023-08-18,238.77
852,2023-03-22,257.32
7061,2022-10-07,231.9
9398,2023-08-30,315.69
1349,2022-11-10,71.33
5784,2023-03-20,463.47
7689,2023-04-08,52.7
9602,2022-10-09,280.28
7829,2023-03-20,58.62
8930,2023-04-14,248.04
7101,2023-01-17,416.52
9260,2023-06-09,368.37
1553,2022-11-24,347.26
5296,2022-10-11,71.1
8814,2023-02-03,95.79
7921,2023-06-01,347.56
140,2023-03-19,142.14
2688,2023-05-19,210.73
7966,2023-05-24,231.98
5735,2023-02-10,459.48
5625,2023-07-11,163.08
8890,2023-01-04,167.97
9757,2023-09-09,80.2
3245,2023-09-17,131.71
8966,2023-04-05,142.08
4767,2023-01-12,475.15
4339,2022-11-03,343.19
6382,2022-12-25,80.59
2680,2023-03-14,265.85
2872,2023-04-13,397.77
6431,2023-08-21,375.93
8248,2023-07-06,167.87
3252,2023-02-07,307.83
6097,2022-10-29,92.23
4943,2022-10-16,195.24
6170,2023-04-29,483.07
8003,2023-04-25,370.93
5693,2023-02-11,45.09
2731,2023-08-20,139.97
3047,2023-02-15,257.61
2592,2022-12-29,351.4
374,2023-05-01,49.07
8451,2023-07-12,222.93
608,2023-02-19,64.93
4337,2023-05-04,324.43
7446,2023-08-23,113.13
8857,2022-10-30,76.97
3976,2023-09-20,495.9
7126,2022-11-18,438.47
7610,2023-07-05,423.9
639,2023-08-07,115.03
9810,2023-07-05,66.58
4013,2023-04-15,111.2
6575,2022-09-29,115.5
7813,2023-08-19,331.63
7772,2023-09-19,84.06
6193,2022-09-21,364.55
9658,2023-02-03,159.88
4416,2023-06-08,481.34
4093,2023-08-15,167.22
1958,2023-05-22,141.02
3463,2023-01-13,226.65
66,2023-07-30,123.45
5845,2023-06-13,65.97
826,2023-01-25,291.48
7936,2023-02-10,84.04
1025,2023-07-20,83.4
7307,2023-01-25,342.46
5638,2023-01-11,483.65
6789,2023-02-21,375.83
4292,2023-02-21,343.72
7802,2023-03-06,187.54
5075,2023-09-01,86.07
7911,2022-12-31,323.69
4273,2023-06-03,177.86
3802,2023-03-19,413.32
4381,2023-05-22,115.8
7635,2023-01-24,329.35
9897,2022-10-19,447.24
7411,2023-06-11,127.12
8945,2022-10-31,378.54
5770,2023-06-12,354.03
9924,2023-04-24,294.55
7740,2023-06-27,387.23
4343,2023-05-10,27.91
398,2023-08-05,334.49
3431,2023-08-09,98.83
5275,2023-05-25,295.22
2564,2023-04-18,355.41
3967,2023-04-09,333.42
8826,2023-02-07,102.75
2114,2023-04-21,125.93
513,2022-11-19,345.8
2720,2022-12-09,152.73
9815,2023-09-21,367.88
4350,2023-03-16,431.65
8542,2023-04-03,337.59
5732,2023-01-17,302.68
4095,2023-07-13,185.49
5682,2023-08-09,382.34
1112,2023-08-16,109.18
9267,2022-10-07,314.98
8413,2023-03-11,90.77
2422,2023-02-21,215.68
3081,2023-09-13,452.2
139,2023-03-30,58.66
3798,2023-06-15,465.24
4978,2023-04-21,462.59
560,2023-03-02,342.94
1730,2023-08-08,374.57
2272,2023-01-01,103.91
7127,2023-04-11,383.96
2680,2022-10-05,343.94
6390,2023-05-14,301.42
450,2022-12-04,306.33
4419,2022-09-25,31.97
6953,2023-07-15,377.3
7399,2023-08-21,132.47
1399,2023-02-28,211.37
1338,2023-07-05,261.39
7309,2023-01-07,227.53
7544,2023-03-13,489.11
1576,2022-09-27,186.38
3466,2023-04-19,476.54
9320,2023-03-01,181.6
7391,2023-03-25,291.44
5467,2022-12-01,213.74
6931,2023-02-12,446.73
1964,2023-03-04,210.59
5079,2022-12-26,429.88
1603,2022-10-04,177.82
1758,2022-10-07,420.41
4721,2023-09-04,287.81
9153,2023-02-03,14.01
776,2023-03-30,105.11
2964,2022-12-21,423.1
7987,2023-05-05,200.66
8986,2023-08-17,199.53
8122,2023-07-18,443.28
2094,2023-08-31,220.05
205,2023-05-26,301.42
3365,2023-06-19,452.75
664,2022-12-27,136.14
2623,2023-05-06,13.82
5547,2023-01-28,18.9
4735,2023-02-06,103.47
5134,2023-03-21,352.57
7346,2023-08-29,281.76
2233,2023-04-09,311.54
4163,2022-10-06,170.12
8628,2023-01-05,299.15
9724,2023-08-22,70.11
5675,2023-02-12,469.58
3889,2023-05-11,76.81
4165,2023-06-08,388.04
6584,2023-08-22,30.77
3775,2023-03-23,277.74
5384,2023-05-11,434.7
3655,2023-08-05,150.03
3656,2023-01-29,317.05
9673,2022-10-07,485.55
3102,2022-09-22,289.88
9063,2023-08-02,466.36
155,2023-03-28,274.67
9768,2023-02-15,233.33
9726,2023-03-31,497.67
7513,2023-06-26,467.96
3859,2023-04-06,178.45
8977,2022-12-31,304.47
5888,2022-10-06,388.92
8272,2023-08-08,162.54
4482,2023-02-11,191.4
7326,2023-04-25,128.31
6038,2023-01-27,58.03
4457,2023-08-28,59.31
485,2023-08-15,351.75
2573,2022-10-25,23.85
4631,2023-08-19,458.71
8709,2022-11-27,208.77
6697,2023-08-04,381.98
4143,2022-10-27,293.96
1382,2023-03-22,295.57
6431,2022-11-26,455.13
8602,2023-01-20,109.85
2707,2023-01-25,121.29
1621,2023-02-08,317.19
3402,2023-02-23,271.65
8060,2022-12-04,29.52
3572,2023-02-20,96.87
8501,2023-03-16,224.93
2060,2023-07-24,364.31
5601,2023-03-10,454.54
4004,2023-06-25,10.34
6830,2023-04-30,132.35
9293,2023-02-16,410.25
4188,2023-06-27,56.21
1300,2022-10-27,242.2
9204,2023-03-26,414.87
8926,2023-04-10,277.98
9264,2022-11-12,413.78
4070,2023-07-15,42.8
8707,2023-05-30,308.11
2373,2022-09-28,457.57
6410,2023-09-15,247.44
1750,2023-02-06,444.84
6168,2023-09-01,363.73
5941,2023-07-22,323.5
7650,2023-09-21,331.46
5007,2023-03-14,450.43
5734,2023-06-28,114.24
2706,2023-03-12,42.96
1681,2023-05-19,281.34
8504,2022-10-30,210.32
2375,2023-03-03,127.9
2246,2023-08-10,123.48
1828,2023-02-08,97.28
1067,2023-09-17,295.3
7496,2022-11-02,399.32
868,2023-02-06,102.88
5408,2022-10-08,414.03
6602,2022-12-25,386.49
2645,2022-12-21,219.14
8962,2023-06-12,95.52
2175,2023-06-29,429.43
5071,2022-12-01,373.58
3700,2023-07-31,108.81
8941,2023-05-12,232.43
3421,2023-08-21,296.14
9001,2023-08-07,254.29
6646,2022-10-16,214.55
8109,2023-08-05,62.83
9196,2022-12-02,50.1
7416,2023-01-15,120.12
7671,2023-04-10,451.04
592,2023-02-24,226.52
9896,2023-06-22,80.86
7968,2022-10-15,281.71
4755,2023-09-11,58.16
6271,2023-05-06,72.18
278,2023-03-17,386.66
4239,2023-06-20,409.38
6017,2023-03-14,87.52
8569,2023-06-03,92.08
1836,2022-11-15,119.2
9789,2023-07-11,216.18
7340,2023-08-29,196.87
401,2023-07-19,21.67
9402,2023-08-08,428.6
4074,2022-11-07,163.82
1304,2023-05-29,369.83
5912,2023-05-15,453.35
9962,2023-02-23,202.01
3068,2022-11-24,289.41
2089,2023-05-11,228.81
7175,2023-05-12,212.27
8226,2023-02-22,218.84
5329,2023-07-08,284.56
2055,2023-07-12,167.2
358,2022-11-27,401.69
9573,2023-01-25,289.32
3816,2023-01-20,76.87
7522,2023-03-25,462.73
8738,2023-07-03,432.35
2278,2023-07-06,460.65
6179,2023-06-29,44.05
6186,2023-04-16,281.24
2155,2023-04-16,292.68
7471,2023-06-27,23.84
4476,2022-11-04,106.83
9884,2023-01-03,310.38
7010,2023-01-19,301.97
8393,2023-02-26,355.45
4133,2022-11-06,42.74
2529,2022-10-14,147.25
8512,2023-04-16,201.12
9743,2023-05-10,360.83
7766,2023-03-14,367.65
5128,2023-06-21,370.39
7639,2023-07-11,384.7
6474,2023-06-24,274.01
1363,2023-02-14,186.21
7437,2022-11-29,309.99
1035,2023-03-26,259.57
9273,2023-04-23,18.4
275,2023-03-27,476.06
4592,2023-06-13,30.48
5209,2023-05-31,301.57
2277,2023-05-07,402.53
7542,2022-10-04,84.28
7158,2023-01-26,90.23
8772,2023-03-20,468.42
4405,2023-08-19,104.98
261,2023-07-03,253.72
8057,2022-11-07,196.16
324,2022-11-27,79.73
444,2023-06-18,328.37
8468,2023-03-11,408.78
3079,2023-04-18,23.7
8497,2023-02-17,55.36
8904,2022-12-30,394.22
4194,2023-03-26,413.46
6540,2023-08-18,476.28
8608,2022-11-28,35.57
8723,2023-07-19,21.61
187,2023-07-09,104.51
4728,2023-03-07,246.15
6560,2023-04-02,253.02
9151,2023-02-01,418.53
1676,2023-06-14,62.81
7568,2023-04-17,286.63
9998,2023-05-20,410.81
1438,2023-04-06,331.76
2630,2023-02-16,190.51
7267,2023-09-07,260.03
7536,2022-11-22,124.17
6513,2022-12-07,278.19
6692,2022-10-12,135.11
8306,2023-03-31,114.81
7300,2023-07-24,23.56
7123,2022-12-27,240.91
1701,2023-05-29,213.41
6357,2023-05-08,16.12
1052,2023-07-12,342.26
8226,2023-09-07,497.48
535,2023-05-04,482.85
3528,2023-03-23,494.33
9324,2023-07-02,233.02
5611,2022-12-05,26.0
3976,2023-03-11,225.98
213,2023-06-27,96.87
1840,2023-06-21,218.53
3297,2023-04-18,279.53
9952,2023-06-01,297.33
3449,2023-09-05,138.85
3439,2023-02-14,348.51
2604,2023-07-10,452.41
553,2023-02-23,107.02
2411,2023-02-20,199.17
7930,2022-11-11,451.96
4924,2023-02-15,136.13
4540,2022-10-24,385.6
2657,2023-05-18,337.13
8357,2023-06-24,332.96
9690,2022-12-30,250.25
4568,2023-06-21,421.46
5565,2023-09-09,97.22
8079,2023-02-27,432.75
7850,2023-09-18,66.89
4663,2023-05-20,421.0
6396,2023-05-18,289.11
1602,2023-01-27,281.63
1654,2022-10-27,185.15
602,2023-03-19,305.86
7761,2023-07-22,69.62
2980,2023-09-12,99.06
8476,2023-05-19,237.39
8201,2022-10-16,342.3
8376,2023-08-17,29.64
2841,2023-06-16,427.48
4930,2022-10-15,145.64
6645,2023-03-11,15.33
6576,2023-05-23,443.23
7219,2023-04-12,102.42
5203,2023-09-10,32.45
4434,2022-09-25,448.08
2318,2023-04-01,38.74
7072,2022-10-17,444.62
4008,2023-04-28,288.81
5888,2023-06-14,262.45
449,2023-08-18,121.32
6883,2023-08-25,247.04
3649,2023-07-10,230.57
2029,2023-05-02,439.01
5635,2023-05-22,167.91
5379,2023-02-28,74.59
1924,2022-11-28,37.88
9965,2023-03-08,321.81
5969,2022-11-01,40.52
3860,2022-12-04,181.71
6022,2022-10-05,154.61
7755,2022-12-22,200.43
4017,2023-06-19,445.59
7802,2023-08-17,353.52
1372,2022-11-25,352.63
9721,2022-12-25,339.01
5809,2022-11-14,499.59
1112,2023-06-18,270.98
1359,2023-06-30,217.86
8732,2022-12-25,488.28
2498,2022-12-09,37.04
4393,2023-02-23,493.89
6663,2023-09-04,249.8
6360,2023-03-24,121.08
8766,2023-04-15,80.06
502,2023-01-03,171.47
9681,2022-10-09,309.86
7344,2023-04-27,108.71
4088,2022-11-19,70.85
5733,2022-10-30,153.1
1936,2023-09-04,223.56
680,2023-03-07,205.34
5539,2023-04-30,97.37
6844,2023-01-26,376.44
4402,2023-07-29,178.48
5485,2023-08-27,392.07
1799,2023-05-13,145.51
1014,2023-05-09,459.43
1489,2023-05-10,378.8
7383,2023-06-26,28.62
6584,2023-08-03,485.79
2757,2022-10-18,182.22
2346,2023-09-17,54.98
5182,2023-04-09,82.63
8481,2022-11-02,65.43
2840,2023-04-12,174.39
6151,2023-08-20,485.01
8466,2023-06-29,165.59
3147,2023-08-16,228.38
8947,2022-10-13,243.3
8921,2023-06-27,111.34
6504,2023-01-16,190.61
1637,2023-05-07,419.17
8391,2023-05-02,144.83
5084,2023-07-14,329.02
9118,2022-10-22,66.58
5440,2023-06-07,214.11
1782,2023-02-10,460.52
2505,2023-07-10,141.92
2488,2023-07-13,371.79
9517,2023-06-14,385.24
6635,2023-02-10,137.97
1146,2023-02-23,259.97
566,2023-02-09,30.73
1712,2022-11-22,83.7
7627,2023-01-22,99.05
4158,2022-09-21,102.78
3630,2022-10-13,50.95
2761,2023-07-30,104.04
5427,2023-09-13,382.92
4028,2023-07-09,313.18
7924,2023-03-22,195.77
9907,2023-03-28,232.93
2849,2023-03-03,329.27
383,2023-02-08,329.37
6115,2023-08-02,142.51
2586,2022-10-01,386.17
6221,2023-08-14,148.95
303,2023-04-05,468.38
6467,2023-02-17,38.51
5393,2022-12-12,343.39
2161,2023-05-29,177.37
6705,2023-02-12,476.54
8554,2023-02-13,423.99
7726,2023-04-11,168.78
2912,2023-04-28,198.76
3860,2023-09-17,371.36
6969,2023-05-11,298.02
8227,2022-12-20,138.99
9782,2023-03-06,414.54
8350,2023-06-10,31.12
7495,2022-11-03,401.53
1283,2023-02-09,467.65
5736,2023-07-01,62.24
1972,2022-12-14,122.92
5907,2022-10-05,252.7
9546,2023-07-02,67.38
2788,2023-04-19,115.4
9497,2022-09-21,167.27
8875,2023-04-22,333.18
1064,2022-10-09,330.72
7357,2023-05-13,327.31
9305,2023-04-15,358.08
8465,2023-02-04,228.43
3281,2023-07-02,409.1
8806,2023-05-09,71.64
8399,2023-06-17,173.53
7456,2023-04-08,78.19
1855,2023-01-11,269.11
4615,2023-07-19,439.59
2,2022-09-28,307.7
3911,2022-11-12,120.41
645,2022-09-29,131.27
9000,2023-03-11,455.1
8343,2022-10-01,270.82
6527,2022-09-26,484.98
6718,2023-01-11,217.17
3917,2022-11-14,259.81
1722,2022-11-05,319.56
948,2023-02-20,346.26
9990,2023-07-14,212.38
9190,2022-10-15,61.98
1900,2023-06-30,442.08
5169,2022-10-25,466.98
736,2022-11-20,81.13
6438,2023-09-13,12.75
1116,2023-03-19,203.2
67,2023-06-22,400.89
2805,2023-01-20,178.26
2177,2023-06-16,140.81
282,2023-01-29,74.98
8307,2022-10-27,455.41
2615,2022-11-15,121.77
4772,2023-08-27,400.19
8043,2022-09-28,101.74
9842,2022-10-01,478.93
69,2023-08-21,453.15
8024,2022-10-21,299.48
2637,2023-02-08,365.86
3268,2023-07-14,57.73
4570,2022-11-11,330.24
1923,2023-05-09,414.22
4826,2023-02-27,163.93
6324,2023-06-01,266.25
9029,2023-01-12,55.07
6765,2023-03-10,290.65
3479,2022-09-23,309.35
1977,2022-12-29,135.57
3132,2023-01-17,325.25
9828,2023-02-13,94.22
9316,2022-12-05,224.99
1723,2022-11-28,399.88
9757,2022-09-25,304.51
1231,2022-12-28,371.08
2914,2022-10-07,73.78
9652,2023-08-23,157.64
5986,2023-09-03,396.36
3031,2022-11-06,355.1
9345,2023-01-03,98.98
9113,2023-02-11,160.83
6987,2023-03-03,386.22
3633,2023-06-08,152.97
2910,2023-07-19,151.02
7773,2023-06-19,207.18
1875,2023-06-05,370.61
953,2022-10-27,43.24
1133,2023-03-21,234.74
5388,2023-06-25,183.03
8445,2022-12-27,423.24
8996,2023-06-27,340.85
3009,2023-01-29,400.33
3987,2023-04-29,256.44
8796,2023-03-02,489.14
1358,2023-06-24,168.01
8781,2023-04-24,208.37
2462,2023-02-11,278.4
531,2023-05-18,109.27
497,2022-11-14,484.13
8912,2023-07-23,235.47
6113,2023-04-29,213.41
8057,2023-03-06,40.35
9997,2023-06-30,450.05
2148,2023-06-22,145.5
3651,2023-05-30,146.85
4711,2023-01-20,254.94
3036,2023-07-06,67.51
6118,2022-12-12,11.21
2447,2023-01-17,347.86
9563,2022-11-08,35.73
7564,2022-12-16,104.78
7829,2023-09-06,109.21
9028,2023-05-28,187.58
8355,2023-03-14,44.06
2608,2023-03-25,415.28
5839,2022-11-03,41.64
3916,2023-06-04,286.39
6057,2023-01-08,143.29
8642,2023-02-15,45.26
7318,2022-10-08,126.06
5742,2023-04-11,338.41
6798,2022-12-27,207.63
3925,2023-08-04,72.63
4064,2023-06-21,338.09
5431,2022-10-20,322.12
1847,2022-12-07,311.75
2772,2022-12-26,468.3
2367,2023-09-01,332.69
1007,2022-12-02,81.36
1600,2023-02-28,376.36
4394,2023-08-24,373.63
6311,2022-12-09,206.7
7547,2023-06-09,284.69
7513,2023-09-21,219.67
2753,2022-11-14,419.95
7766,2023-06-17,499.94
9045,2022-11-24,485.51
6279,2023-06-02,90.34
9135,2022-10-05,248.91
6436,2023-01-12,375.69
3177,2023-06-30,224.32
269,2023-03-13,451.01
9074,2022-10-26,375.51
9303,2023-03-04,496.48
6340,2022-12-19,435.32
857,2023-02-17,165.81
7781,2023-04-04,304.6
5344,2023-08-31,162.13
4264,2022-11-19,461.88
449,2022-12-14,286.51
7400,2023-05-26,178.67
6500,2022-10-12,283.06
686,2023-05-24,298.24
5512,2022-12-21,77.19
3766,2022-10-23,445.84
125,2023-01-21,384.85
2962,2022-09-30,69.17
1412,2023-03-08,331.86
4109,2023-08-13,51.06
940,2023-03-10,337.61
9867,2023-08-04,455.96
8069,2023-02-09,427.35
2386,2023-01-16,37.67
7915,2022-10-09,139.31
3111,2023-02-20,318.2
3458,2022-09-22,385.3
9572,2022-09-21,106.76
6928,2023-08-12,343.01
2542,2023-04-15,37.2
9259,2022-12-12,338.61
4945,2023-09-07,281.12
3285,2023-06-06,270.54
1410,2022-09-24,339.72
9699,2023-06-06,423.58
7593,2022-11-23,56.4
6504,2023-02-24,341.83
8597,2023-01-26,42.53
4228,2023-04-28,465.5
8632,2023-04-06,137.32
9359,2023-05-07,473.42
1675,2023-01-14,459.22
1088,2022-10-29,439.07
2646,2023-03-28,121.26
6164,2023-06-03,103.96
9006,2023-05-19,273.98
465,2023-06-30,282.09
2080,2023-08-04,459.86
6873,2023-08-02,309.13
4112,2022-11-30,266.84
5813,2023-08-10,167.4
3433,2023-02-25,305.95
8828,2023-03-14,360.47
1996,2022-10-05,440.63
2314,2023-05-05,142.04
3574,2022-10-14,105.29
7210,2022-10-27,222.66
5897,2023-04-07,84.56
9498,2022-10-29,75.36
3619,2023-06-13,74.42
2563,2023-01-16,359.18
5596,2022-11-08,403.62
9585,2023-04-29,168.93
8413,2023-03-16,389.64
2577,2023-04-27,264.08
5476,2023-04-15,478.46
8238,2022-10-01,12.13
1141,2023-08-04,344.15
4005,2023-09-07,281.36
8549,2023-02-19,255.24
9846,2023-08-30,254.21
5077,2023-04-29,18.86
9103,2023-09-01,268.32
578,2023-01-01,384.02
8419,2023-02-28,417.87
2667,2023-08-10,333.33
396,2023-01-19,373.3
2780,2022-09-27,164.08
6415,2023-07-06,397.82
7169,2023-05-08,156.69
2055,2022-10-14,157.71
1685,2023-04-12,405.9
695,2023-02-24,129.23
6346,2023-01-08,494.9
178,2022-12-15,140.56
2796,2023-03-04,340.84
6851,2023-04-19,498.2
8842,2022-11-22,342.47
942,2023-05-02,470.37
4456,2022-12-05,403.82
8476,2023-06-15,141.6
6582,2022-10-23,268.43
9968,2023-01-02,373.82
1976,2022-10-14,138.62
766,2023-05-04,405.7
80,2023-02-22,113.02
1580,2023-01-07,306.3
5107,2023-01-15,150.08
9807,2023-06-04,263.21
6806,2023-06-01,52.1
8300,2022-12-29,491.7
1266,2022-11-22,22.32
8582,2023-09-07,124.76
7677,2023-04-02,28.68
296,2023-07-10,49.75
3173,2023-02-13,199.42
2298,2023-02-02,398.77
6443,2022-10-11,167.94
1256,2023-07-11,279.04
7899,2022-10-01,238.46
5826,2022-11-30,162.33
9577,2022-12-23,283.09
1826,2023-02-16,456.19
9399,2022-10-27,257.83
8469,2022-12-30,195.69
7593,2023-02-04,302.63
4877,2022-11-29,410.67
720,2023-03-22,450.52
3523,2023-07-18,114.26
1604,2023-05-02,462.46
2893,2023-06-26,287.71
6846,2023-05-14,429.7
2331,2022-12-17,354.11
2141,2023-04-30,257.83
9191,2023-08-15,498.56
7501,2023-08-20,83.43
6758,2023-08-03,57.42
138,2023-06-24,439.71
352,2023-08-06,144.55
3600,2023-06-29,238.77
8645,2022-09-23,273.33
341,2023-01-20,468.94
4265,2023-02-01,70.77
6,2023-02-24,430.04
447,2022-11-15,17.56
7740,2022-11-24,357.53
5464,2023-08-17,410.89
8846,2023-08-18,340.8
6296,2023-03-11,298.33
6250,2023-07-05,211.88
1663,2023-03-16,133.36
5146,2023-03-31,72.15
7954,2023-04-16,449.02
9563,2022-12-23,376.74
7874,2023-05-08,411.78
7735,2023-02-18,380.78
9845,2023-08-23,295.44
5978,2023-08-31,300.45
9158,2023-04-07,337.11
7262,2023-05-27,273.35
7968,2023-09-08,327.99
2746,2023-09-05,42.62
6476,2022-12-03,224.57
5545,2023-02-14,181.81
6779,2023-04-03,418.83
5863,2023-03-04,289.58
4380,2022-12-27,20.15
9170,2022-10-27,295.71
7086,2023-01-26,355.07
6549,2023-02-02,378.07
6513,2023-08-22,196.46
2377,2023-05-01,59.44
8182,2023-04-16,288.07
4300,2023-04-27,158.97
6405,2023-06-06,287.13
8577,2023-05-15,179.31
7005,2023-07-07,359.38
6895,2023-06-02,247.96
6818,2022-10-13,218.44
4454,2022-10-23,280.5
4244,2022-10-02,51.61
3627,2022-11-06,25.32
4529,2022-12-18,409.26
4007,2023-08-07,175.58
1615,2023-04-29,425.74
7465,2023-09-18,57.23
2295,2022-12-04,211.28
6445,2022-11-27,310.3
5780,2023-09-15,496.31
2084,2022-10-05,106.81
9942,2022-12-14,15.82
3671,2023-06-22,424.9
5751,2023-07-13,125.91
6575,2023-01-09,105.55
5552,2023-03-20,300.8
9087,2023-08-28,428.53
8782,2023-07-04,441.86
9007,2023-04-17,148.46
6416,2022-10-05,156.87
5425,2023-02-25,118.95
2268,2023-02-27,474.7
3630,2023-08-11,139.26
4119,2022-10-26,109.77
